Subtype concept ID, Supertype concept ID, Subtype FSN, Supertype FSN
432875004,363141001,Insertion of drain into neck using ultrasound guidance (procedure),Imaging of neck (procedure)
429891009,122944000,Closed manipulation of dislocation of prosthetic hip (procedure),Reduction of dislocation (procedure)
233144004,27755001,Construction of conduit - pulmonary trunk to right pulmonary artery (procedure),Operation on vessels of heart (procedure)
18831004,274470005,Manipulation of knee joint under general anesthesia (procedure),Manipulation under anesthesia (procedure)
427188004,428515000,Repair of double outlet right ventricle with intraventricular tunnel (procedure),Correction of congenital deformity of heart (procedure)
427188004,429556006,Repair of double outlet right ventricle with intraventricular tunnel (procedure),Correction of congenital deformity of great vessels (procedure)
252578003,129106006,"Air conduction pure tone audiometry, manual with ear phones (procedure)",Diagnostic procedure on ear (procedure)
63625004,373196008,Deep incision with opening of bone cortex of hip joint (procedure),Operative procedure on bone of lower extremity (procedure)
386206008,303861004,Kidney imaging with function study (procedure),Nuclear medicine study of function (procedure)
40791000,363087005,Preparation of disability evaluation report (procedure),Disability administrative procedure (procedure)
169360009,169361008,Radiotherapy: seeds into hypophysis (procedure),Radiotherapy: seeds into brain (procedure)
169360009,83646004,Radiotherapy: seeds into hypophysis (procedure),Destructive procedure on pituitary gland (procedure)
44050002,709583005,Arthrotomy for synovial biopsy of glenohumeral joint (procedure),Biopsy of limb (procedure)
44050002,10971007,Arthrotomy for synovial biopsy of glenohumeral joint (procedure),Incision of soft tissue (procedure)
473371002,118679007,Electromyography for disorder of central nervous system (procedure),Procedure on central nervous system (procedure)
30756005,127802000,"Amount of trapped gas, box functional residual capacity, measurement (procedure)",Functional residual capacity measurement (procedure)
390993008,250650002,Urine androstenedione level (procedure),Steroid hormone measurement (procedure)
250655007,250650002,Midnight cortisol measurement (procedure),Steroid hormone measurement (procedure)
48849005,3512003,Imaging of arteries of upper extremity (procedure),Angiography of arteries of extremity (procedure)
302344001,118776007,Exploration of mammary duct (procedure),Procedure on duct (procedure)
32607009,129207007,Reduction of closed sesamoid fracture (procedure),Procedure on bone of foot (procedure)
3418002,227039004,Chondrectomy of spine (procedure),Chondrectomy of joint (procedure)
717693009,414459003,Insertion of drain into upper limb using cone beam computed tomography guidance (procedure),Imaging of upper limb (procedure)
709655003,118846005,Aspiration of peritoneum using computed tomography guidance (procedure),Procedure on peritoneum (procedure)
439447009,88937006,Reimplantation of visceral artery into infrarenal aortic prosthesis (procedure),Introduction of prosthesis (procedure)
252821004,66366000,Anterior segment fluorescein angiography (procedure),Diagnostic procedure on anterior segment of eye (procedure)
704031007,700274009,Referral for overseas medical treatment (procedure),Referral for procedure (procedure)
446920006,429915000,Transvaginal ultrasonography to determine the estimated date of confinement (procedure),Transvaginal ultrasonography of pelvis (procedure)
308728002,119285001,Cervical smear biopsy taken (procedure),Biopsy of uterus (procedure)
86323000,33810006,Injection of orbit proper (procedure),Injection of eye proper (procedure)
439869007,387688006,Percutaneous skeletal fixation of dislocation of metatarsophalangeal joint with manipulation (procedure),Manipulation of joint (procedure)
30481007,104903006,Pyruvate kinase measurement (procedure),Protein kinase measurement (procedure)
722442003,712553007,Education about rights as patient (procedure),Liaising with patient (procedure)
44148007,609208001,Revision of enterostomy (procedure),Revision of stoma of intestine (procedure)
233488000,112808008,Adjustment of arteriovenous fistula stent (procedure),Manipulation of cardiovascular system (procedure)
233488000,103717000,Adjustment of arteriovenous fistula stent (procedure),Manipulation of stent (procedure)
34005001,118698009,Anesthesia for procedure on abdomen (procedure),Procedure on abdomen (procedure)
2214008,373351007,Curette test of skin (procedure),Surgical procedure on soft tissue (procedure)
53161007,441987005,Radiologic guidance for ileal conduitogram (procedure),Imaging of abdomen (procedure)
53161007,442116008,Radiologic guidance for ileal conduitogram (procedure),Imaging of genitourinary system (procedure)
53161007,715959009,Radiologic guidance for ileal conduitogram (procedure),Imaging of pelvis (procedure)
433852002,441540009,Percutaneous transluminal cutting balloon angioplasty of common femoral vein using fluoroscopic guidance (procedure),Percutaneous transluminal cutting balloon angioplasty of femoral vein using fluoroscopic guidance (procedure)
6451000087105,5823005,Biopsy of left kidney using fluoroscopic guidance (procedure),"Diagnostic radiography, left (procedure)"
373675000,26906007,Application of pressure bandage (procedure),"Application of dressing, pressure (procedure)"
233302000,49187005,Endarterectomy of celiac artery (procedure),Endarterectomy of aorta (procedure)
710918000,439894008,Provision of safety device (procedure),Provision of device (procedure)
391085004,391087007,Activated partial thromboplastin time ratio (procedure),Partial thromboplastin time ratio (procedure)
80885007,64293002,Rhytidectomy of lower eyelid (procedure),Repair of lower eyelid (procedure)
120126003,45102007,Posterior segment of eye reconstruction (procedure),Surgical repair of posterior segment of eye (procedure)
45731000,57109006,Cytotoxicity assay for autoantibody to HLA antigens (procedure),Cytotoxicity assay for autoantibody (procedure)
440110006,287532007,Endoscopy of nasal sinus with incision of sphenoid sinus (procedure),Endoscopy of respiratory system (procedure)
24138000,24464004,Total ostectomy of femur (procedure),Operative procedure on femur (procedure)
87479006,128326008,Bronchoscopy with tracheal dilation (procedure),Bronchoscopy with surgical procedure (procedure)
27641001,79881004,Lateral fasciotomy with partial ostectomy of upper extremity (procedure),Division of bone (procedure)
408935001,370883005,Substance abuse prevention education (procedure),Abuse prevention education (procedure)
427259007,118678004,Measurement of cardiovascular autonomic nervous system (procedure),Procedure on nervous system (procedure)
429122009,233258006,Percutaneous transluminal balloon angioplasty with insertion of stent into pulmonary artery (procedure),Angioplasty of artery (procedure)
3607009,363154008,Transplantation of mesenteric tissue (procedure),Implantation of soft tissue (procedure)
430263007,78559005,Arthroscopic shoulder decompression (procedure),Operative procedure on shoulder region (procedure)
183875006,266755007,Referral for colonoscopy (procedure),Referral for endoscopy (procedure)
183875006,700274009,Referral for colonoscopy (procedure),Referral for procedure (procedure)
426937008,373392003,Open thrombectomy of renal vein (procedure),Vascular surgery procedure on abdominal region (procedure)
85664008,363154008,Thromboendarterectomy with graft of celiac artery (procedure),Implantation of soft tissue (procedure)
85664008,42593007,Thromboendarterectomy with graft of celiac artery (procedure),Thrombectomy of aorta (procedure)
433692003,433587006,Fluoroscopic venography of superficial forearm vein using contrast with insertion of stent graft (procedure),Fluoroscopic angiography of graft using contrast with insertion of stent graft (procedure)
432641002,438533003,Percutaneous transluminal cutting balloon angioplasty of superior vena cava using fluoroscopic guidance (procedure),Percutaneous transluminal cutting balloon angioplasty of vein using fluoroscopic guidance (procedure)
175260001,112808008,Adjustment of pulmonary artery band (procedure),Manipulation of cardiovascular system (procedure)
441907007,441476008,Revisional repair of multiple tears of rotator cuff of shoulder (procedure),Repair of multiple tears of rotator cuff of shoulder (procedure)
441907007,429598009,Revisional repair of multiple tears of rotator cuff of shoulder (procedure),Revision of repair of rotator cuff (procedure)
16794008,129208002,Manual reduction of closed carpometacarpal fracture dislocation of thumb (procedure),Procedure on bone of hand (procedure)
394976001,314073001,Rheumatoid factor screening test (procedure),Immunology screening test (procedure)
309691004,287701009,Injection of triamcinolone into keloid scar (procedure),Injection of skin for local action (procedure)
309691004,27581000,Injection of triamcinolone into keloid scar (procedure),Intralesional injection of skin (procedure)
434569001,433587006,Fluoroscopic venography of brachial vein using contrast with insertion of stent graft (procedure),Fluoroscopic angiography of graft using contrast with insertion of stent graft (procedure)
18489003,386809009,Surgical treatment of missed abortion of first trimester (procedure),Operation on fetus (procedure)
410453006,427478009,Binocular indirect ophthalmoscopy (procedure),Evaluation of retina (procedure)
307520009,363326005,Intramuscular antibiotic therapy (procedure),Therapeutic procedure on soft tissue (procedure)
307520009,68322007,Intramuscular antibiotic therapy (procedure),Administration of antibiotic (procedure)
367414003,417994007,Radiography of salivary gland (procedure),Salivary gland imaging procedure (procedure)
430103002,1529009,Fine needle aspiration biopsy of soft tissue (procedure),Aspiration of soft tissue (procedure)
250558000,250559008,Mixed venous oxygen concentration measurement (procedure),Venous oxygen concentration measurement (procedure)
370613001,35269008,Tibial plateau leveling operation (procedure),Repair of bone (procedure)
370613001,373196008,Tibial plateau leveling operation (procedure),Operative procedure on bone of lower extremity (procedure)
444023008,241574005,Single photon emission computed tomography with computed tomography of bone of lower leg (procedure),Computed tomography of lower leg (procedure)
89511008,133909001,Check artificial pacemaker for voltage threshold (procedure),Maintenance of device (procedure)
22872007,118810001,Stimulation of carotid sinus with simultaneous electrocardiographic monitoring (procedure),Procedure on artery of thorax (procedure)
432050004,71977002,Technetium uptake study of thyroid (procedure),Radionuclide uptake study (procedure)
419277007,48849005,Computed tomography angiography of upper limb artery (procedure),Imaging of arteries of upper extremity (procedure)
419277007,24267008,Computed tomography angiography of upper limb artery (procedure),Radiography of upper limb soft tissue (procedure)
252872008,252870000,Maddox double rod test (procedure),Maddox rod test (procedure)
87308003,43418007,Gas endarterectomy of upper limb artery (procedure),Endarterectomy of upper limb artery (procedure)
35030006,73544002,Operation on heart valve adjacent structure (procedure),Operation on heart valve (procedure)
645008,388261008,Diagnostic procedure on vitreous (procedure),Diagnostic procedure on eye proper (procedure)
83788002,431714002,Computerized axial tomography of maxillofacial area with contrast (procedure),Computed tomography of face with contrast (procedure)
41457005,386676003,Incision of peritoneum (procedure),Operation on peritoneum (procedure)
108300008,399019003,Nuclear medicine diagnostic procedure on nervous system (procedure),Nuclear medicine diagnostic procedure (procedure)
104174003,441967009,Microbial culture of cerebrospinal fluid (procedure),Evaluation of cerebrospinal fluid (procedure)
428381000124102,428391000124104,Medication interaction with food education (procedure),Medication interaction with medication education (procedure)
178685003,179211003,Spinal extension traction for fracture of spine (procedure),Application of extension traction (procedure)
178685003,288153008,Spinal extension traction for fracture of spine (procedure),Spinal extension traction (procedure)
64261005,239330006,Debridement of open fracture of tibia (procedure),Debridement of fracture (procedure)
432037000,373196008,Vertebroplasty of sacral spine using computed tomography guidance (procedure),Operative procedure on bone of lower extremity (procedure)
432037000,700245000,Vertebroplasty of sacral spine using computed tomography guidance (procedure),Osteoplasty using computed tomography guidance (procedure)
418272005,303809004,Computed tomography angiography (procedure),Angiography of systems (procedure)
312734005,70383000,Femoroposterior tibial reversed vein bypass graft (procedure),Repair of vein (procedure)
75954006,363326005,"Type IV, advanced periodontitis, deep pocket therapy (procedure)",Therapeutic procedure on soft tissue (procedure)
75954006,384685001,"Type IV, advanced periodontitis, deep pocket therapy (procedure)",Operation on oral cavity (procedure)
1775004,709087001,Submaxillary incision with drainage (procedure),Drainage of floor of mouth (procedure)
277336003,129106006,Stenger test using audiometer (procedure),Diagnostic procedure on ear (procedure)
200702002,231702007,Excisional biopsy of eye muscle (procedure),Biopsy of eye muscle (procedure)
45589008,363152007,Operation on thymus (procedure),Immune system surgical procedure (procedure)
417546002,700274009,Referral for pediatric congenital heart disease (procedure),Referral for procedure (procedure)
134289004,315094009,Chlamydia group antibody level (procedure),Chlamydia antibody level (procedure)
63826001,281706009,Anesthesia for injection procedure for cervical myelography (procedure),Injection of substance (procedure)
699052004,363154008,Full thickness autograft of skin (procedure),Implantation of soft tissue (procedure)
112936004,87675006,Reinsertion of holter valve into brain (procedure),Insertion of Holter valve (procedure)
185807004,185832002,Well woman monitoring third letter (procedure),Well adult monitoring third letter (procedure)
265167005,179328002,Conversion from uncemented hemiarthroplasty of hip (procedure),Revision uncemented hemiarthroplasty of hip (procedure)
265167005,178988003,Conversion from uncemented hemiarthroplasty of hip (procedure),Revision of reconstruction of bone (procedure)
90133005,373196008,Grafting of pelvic bone (procedure),Operative procedure on bone of lower extremity (procedure)
440524004,45821002,Oscillating tracking test with recording (procedure),Vestibular function test with recording (procedure)
50621006,70443007,Isotope study for renal clearance (procedure),Measurement of renal clearance (procedure)
86482007,708618006,Fine needle biopsy of testis (procedure),Aspiration of testis (procedure)
223480001,223478007,Reassuring about observations (procedure),Reassuring about procedure (procedure)
432650000,81865002,Lithotripsy of penis using fluoroscopic guidance (procedure),Destruction of lesion of penis (procedure)
433777005,433587006,Fluoroscopic angiography of inferior mesenteric artery using contrast with insertion of stent graft (procedure),Fluoroscopic angiography of graft using contrast with insertion of stent graft (procedure)
17860005,386809009,Low forceps delivery with episiotomy (procedure),Operation on fetus (procedure)
438817008,438527007,Ultrasonography of subcutaneous contraceptive implant (procedure),Ultrasonography of soft tissue (procedure)
234915008,80779005,Marsupialization of lesion of brain (procedure),Repair of brain (procedure)
419078006,710308003,Fluoroscopic angiography of vertebral artery (procedure),Fluoroscopic angiography of neck (procedure)
419078006,303809004,Fluoroscopic angiography of vertebral artery (procedure),Angiography of systems (procedure)
419658002,363278005,Fluoroscopic angiography of pelvic vascular structure (procedure),Radiographic procedure on pelvic region (procedure)
419658002,303809004,Fluoroscopic angiography of pelvic vascular structure (procedure),Angiography of systems (procedure)
306298002,183515008,Referral to occupational health physician (procedure),Referral to physician (procedure)
234667005,57168000,Expose jaw implant (procedure),Operation on bone (procedure)
413082001,700274009,Referral for carotid doppler (procedure),Referral for procedure (procedure)
433765000,433780006,Fluoroscopic angiography of thoracic aorta using contrast with insertion of branched tapered stent graft (procedure),Fluoroscopic angiography of thoracic aorta using contrast with insertion of tapered stent graft (procedure)
359726004,287532007,Cavernoscopy of thorax (procedure),Endoscopy of respiratory system (procedure)
440570006,129181003,Closed reduction of fracture of lateral condyle of humerus (procedure),Procedure on joint of upper extremity (procedure)
711471000,129182005,Cheilectomy of tarsal (procedure),Procedure on joint of lower extremity (procedure)
180208003,301842006,Intravenous blood transfusion of platelets (procedure),Intravenous blood transfusion (procedure)
417193000,413514003,Magnesium ammonium phosphate measurement (procedure),Ammonium phosphate measurement (procedure)
198662005,35896003,Hand muscle transfer (procedure),Plastic operation on hand with graft of muscle (procedure)
81333007,609638001,Suture of pelvic periosteum (procedure),Operation on pelvic region of trunk (procedure)
428499005,302128004,Primary foraminoplasty of thoracic spine using laser (procedure),Decompression of thoracic spine (procedure)
310625000,363154008,Patch repair of adrenal artery (procedure),Implantation of soft tissue (procedure)
65795004,1854003,Nasal endoscopy with maxillary antrostomy (procedure),Incision of nose (procedure)
65795004,287532007,Nasal endoscopy with maxillary antrostomy (procedure),Endoscopy of respiratory system (procedure)
129233004,118717007,Procedure on bone (organ) (procedure),Procedure on organ (procedure)
239639004,373351007,Soft tissue release for correction of congenital deformity of forefoot (procedure),Surgical procedure on soft tissue (procedure)
28646009,83554005,Repair of tendon sheath of hand (procedure),Operation on soft tissue of hand (procedure)
233224003,34564005,Central aortopulmonary shunt operation (procedure),Creation of shunt of ascending aorta to pulmonary artery (procedure)
12253004,34518000,Insertion of graft of aorta with cardiopulmonary bypass (procedure),Anastomosis of artery with bypass graft (procedure)
12253004,45148003,Insertion of graft of aorta with cardiopulmonary bypass (procedure),Repair of great vessels (procedure)
175449007,22701007,Operation on aneurysm of brachial artery (procedure),Operative procedure on artery of extremity (procedure)
233414009,112808008,Adjustment of arterial intraluminal device (procedure),Manipulation of cardiovascular system (procedure)
431596004,241123008,Percutaneous mechanical thrombectomy of pulmonary artery using fluoroscopic guidance (procedure),Fluoroscopy of soft tissue (procedure)
312487009,308471005,Referral to pediatric cardiologist (procedure),Referral to cardiologist (procedure)
77635005,363154008,Bone graft of rib with microvascular anastomosis (procedure),Implantation of soft tissue (procedure)
448939009,49187005,Endarterectomy of inferior mesenteric artery (procedure),Endarterectomy of aorta (procedure)
238300006,386676003,Enucleation of lesion of peritoneum (procedure),Operation on peritoneum (procedure)
427615008,23719005,Allograft of cord blood to bone marrow (procedure),Transplantation of bone marrow (procedure)
241307001,83422003,Radionuclide thrombus localization study (procedure),Diagnostic procedure on blood vessel (procedure)
241307001,303809004,Radionuclide thrombus localization study (procedure),Angiography of systems (procedure)
305107001,178272006,Therapeutic quadriceps stretching (procedure),Stretching of muscle (procedure)
430538008,439302009,Tamponade of anterior nasal bleeding using urinary catheter (procedure),Control of anterior nasal bleeding (procedure)
178686002,16521006,Halo skull traction for fracture of spine (procedure),Implantation of spine (procedure)
178686002,360030002,Halo skull traction for fracture of spine (procedure),Application of device (procedure)
310470004,310398002,Suture of defect of atrioventricular valve leaflet (procedure),Suturing of atrioventricular valve (procedure)
19590000,112698002,Bone block of ankle (procedure),Operation on joint (procedure)
68257007,18291009,Repair of ruptured aneurysm with graft of splenic artery (procedure),Repair of ruptured aneurysm with graft of artery (procedure)
25576008,118711008,Anesthesia for total hip revision (procedure),Procedure on hip (procedure)
174027003,398765001,Barium enema for radiological reduction of intussusception of ileum (procedure),Therapeutic barium enema for reduction of intussusception (procedure)
5787001,239330006,Elevation of bone fragments of orbit of skull with debridement (procedure),Debridement of fracture (procedure)
429809004,433106006,Fluoroscopic percutaneous transluminal angioplasty of coronary artery (procedure),Percutaneous transluminal angioplasty using fluoroscopic guidance (procedure)
231001009,16521006,Repair of spinal cord meninges for cerebrospinal fluid fistula using free flap (procedure),Implantation of spine (procedure)
250330007,277453009,Intrinsic coagulation pathway factor measurement (procedure),Intrinsic coagulation factor assay (procedure)
439231005,178165003,Primary repair of flexor tendon of lower limb (procedure),Primary repair of tendon (procedure)
16559201000119102,441987005,Percutaneous needle biopsy of mass of abdomen using computed tomography guidance (procedure),Imaging of abdomen (procedure)
117245002,117244003,Nucleic acid probe method with target amplification (procedure),Nucleic acid probe method with amplification (procedure)
2968008,442460002,Craniectomy with treatment of penetrating wound of brain (procedure),Procedure on wound (procedure)
34538004,363154008,Advancement of round ligament (procedure),Implantation of soft tissue (procedure)
419507009,303809004,Fluoroscopic angiography of axillofemoral graft (procedure),Angiography of systems (procedure)
359884005,359882009,Radical laryngopharyngectomy with synchronous thyroidectomy (procedure),Thyroidectomy with laryngectomy (procedure)
450646007,38764003,Open embolectomy of inferior mesenteric artery (procedure),Embolectomy of aorta (procedure)
67815006,34518000,Repair of aneurysm with graft of radial artery (procedure),Anastomosis of artery with bypass graft (procedure)
67815006,17100006,Repair of aneurysm with graft of radial artery (procedure),Surgical repair of artery of extremity (procedure)
67815006,363319005,Repair of aneurysm with graft of radial artery (procedure),Surgical repair of upper extremity (procedure)
67815006,363154008,Repair of aneurysm with graft of radial artery (procedure),Implantation of soft tissue (procedure)
232896008,232882002,Shortening plasty to atrioventricular valve chordae tendinae (procedure),Repair of atrioventricular valve (procedure)
178457009,178468009,Internal fixation of mandible with plating system (procedure),Internal fixation of bone of face with plating system (procedure)
310412004,425437006,Ligation of aortopulmonary window (procedure),Ligation of pulmonary artery (procedure)
310412004,78692009,Ligation of aortopulmonary window (procedure),Ligation of aorta (procedure)
186056005,186054008,Formal complaint about hospital care RE: relative (procedure),Formal complaint about hospital care (procedure)
252467008,83422003,Radionuclide limb blood flow assessment (procedure),Diagnostic procedure on blood vessel (procedure)
252467008,303809004,Radionuclide limb blood flow assessment (procedure),Angiography of systems (procedure)
275176004,56222002,Manipulation under anesthetic of fractured nasal bones (procedure),Operation on bone of skull (procedure)
40704000,66201006,Wright's obstetrical version with extraction (procedure),Extraction of fetus (procedure)
231142009,449674004,Local anesthetic radial nerve block in upper arm (procedure),Injection of upper arm (procedure)
9132000,14449003,Reopening of osteotomy site of facial bone (procedure),Incision of face (procedure)
9132000,118731007,Reopening of osteotomy site of facial bone (procedure),Procedure on facial bone (procedure)
64682006,83422003,"Pulmonary perfusion imaging, gaseous (procedure)",Diagnostic procedure on blood vessel (procedure)
64682006,49281003,"Pulmonary perfusion imaging, gaseous (procedure)",Diagnostic procedure on lower respiratory tract (procedure)
64682006,303809004,"Pulmonary perfusion imaging, gaseous (procedure)",Angiography of systems (procedure)
309449009,175890004,Percutaneous transluminal thrombolysis of femoral graft using streptokinase (procedure),Operation on vascular graft (procedure)
309449009,315342004,Percutaneous transluminal thrombolysis of femoral graft using streptokinase (procedure),Percutaneous thrombolysis of lower limb artery (procedure)
309449009,426485003,Percutaneous transluminal thrombolysis of femoral graft using streptokinase (procedure),Percutaneous transluminal thrombolysis of artery (procedure)
359907002,118716003,Synovectomy of foot (procedure),Procedure on foot (procedure)
428605000,129191009,Ultrasound scan of sacral spine (procedure),Procedure on bone of lower extremity (procedure)
51031005,70586009,Excisional biopsy of cerebral meninges (procedure),Operation on brain (procedure)
709546005,362988006,Aspiration of kidney using computed tomography guidance (procedure),Aspiration of urinary tract (procedure)
306690002,306689006,Discharge to relative's home (procedure),Discharge to home (procedure)
307639008,176003,Anastomosis of transverse colon to rectum (procedure),Anastomosis of rectum (procedure)
175268008,385487005,Percutaneous embolectomy of pulmonary artery (procedure),Surgical procedure on thorax (procedure)
67166004,27755001,Aortocoronary artery bypass graft (procedure),Operation on vessels of heart (procedure)
710308003,303809004,Fluoroscopic angiography of neck (procedure),Angiography of systems (procedure)
427278007,86201001,Extracorporeal shockwave lithotripsy of calculus of tendon (procedure),Destructive procedure of musculoskeletal system (procedure)
82502009,609638001,Pereyra operation for paraurethral suspension (procedure),Operation on pelvic region of trunk (procedure)
410089006,410083007,Physical rehabilitation therapy management (procedure),Rehabilitation therapy management (procedure)
434435000,433587006,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft (procedure),Fluoroscopic angiography of graft using contrast with insertion of stent graft (procedure)
443076007,441967009,Fluoroscopy of programmable cerebrospinal fluid shunt (procedure),Evaluation of cerebrospinal fluid (procedure)
715891009,414458006,Injection of facet joint using ultrasonographic guidance (procedure),Imaging of spine (procedure)
234849001,234848009,Placement of orthodontic archwire auxiliary (procedure),Placement of orthodontic archwire (procedure)
301079005,38764003,Embolectomy of renal artery (procedure),Embolectomy of aorta (procedure)
183444007,700274009,Referral for further care (procedure),Referral for procedure (procedure)
233241001,47585001,Take down of Potts anastomosis (procedure),Surgical closure of anastomosis (procedure)
177619002,302428009,Injection of sclerosing substance into subcutaneous tissue (procedure),Injection of therapeutic substance into subcutaneous tissue (procedure)
165706009,314072006,Plasma extrinsic inhibitor screening test (procedure),Hematology screening test (procedure)
440115001,1417002,Endoscopy of nasal sinus with decompression of medial orbital wall (procedure),Operation on face (procedure)
440115001,287532007,Endoscopy of nasal sinus with decompression of medial orbital wall (procedure),Endoscopy of respiratory system (procedure)
440115001,14354006,Endoscopy of nasal sinus with decompression of medial orbital wall (procedure),Operation on upper respiratory tract (procedure)
235273009,235308003,Prosthesis procedures - duodenum (procedure),Prosthesis procedures - small intestine (procedure)
309708008,386195006,Electrokinetic lithotripsy of bladder calculus (procedure),Lithotripsy of bladder calculus (procedure)
173823009,49230008,Esophagogastroscopy via gastrotomy (procedure),Endoscopy of esophagus (procedure)
173823009,386831001,Esophagogastroscopy via gastrotomy (procedure),Endoscopy of stomach (procedure)
35744007,285104007,"Reline complete lower denture, laboratory (procedure)",Reline denture - laboratory (procedure)
446694007,118805000,Magnetic resonance angiography of bypass of axillary artery to femoral artery (procedure),Procedure on artery (procedure)
239667008,118705005,Application of above elbow plaster cast (procedure),Procedure on elbow (procedure)
112721006,34289000,Internal fixation of bone of vertebra (procedure),Operation on vertebra (procedure)
79097008,287532007,Sphenoid endoscopy with biopsy (procedure),Endoscopy of respiratory system (procedure)
65838008,17100006,Repair of aneurysm with graft of ulnar artery (procedure),Surgical repair of artery of extremity (procedure)
65838008,363319005,Repair of aneurysm with graft of ulnar artery (procedure),Surgical repair of upper extremity (procedure)
65838008,363154008,Repair of aneurysm with graft of ulnar artery (procedure),Implantation of soft tissue (procedure)
301454003,49230008,Therapeutic rigid esophagoscopy (procedure),Endoscopy of esophagus (procedure)
77163008,89671007,Endarterectomy of aorta with patch graft (procedure),Repair of artery with patch graft (procedure)
59427005,286812008,Synchronized intermittent mandatory ventilation (procedure),Pressure controlled ventilation (procedure)
431605004,88329009,Transrectal biopsy of prostate using ultrasound guidance (procedure),Transrectal biopsy of prostate (procedure)
384677005,363154008,Reimplantation of coronary artery (procedure),Implantation of soft tissue (procedure)
22546005,49230008,Esophagogastroscopy through stoma (procedure),Endoscopy of esophagus (procedure)
22546005,386831001,Esophagogastroscopy through stoma (procedure),Endoscopy of stomach (procedure)
22546005,288761008,Esophagogastroscopy through stoma (procedure),Esophagogastroduodenoscopy through stoma (procedure)
265859004,118810001,Patent ductus arteriosus repair (procedure),Procedure on artery of thorax (procedure)
172059006,118698009,Reconstruction of breast using flap of skin of abdomen (procedure),Procedure on abdomen (procedure)
225174004,225185002,Emptying colostomy bag (procedure),Removing stoma bag (procedure)
5065000,399097000,Reduction of closed traumatic hip dislocation with anesthesia (procedure),Administration of anesthesia (procedure)
710310001,24267008,Fluoroscopic angiography of brachial artery (procedure),Radiography of upper limb soft tissue (procedure)
31666004,179001000,Drainage of pterygopalatine fossa (procedure),Drainage of bone (procedure)
3063009,288761008,Gastroscopy through artificial stoma (procedure),Esophagogastroduodenoscopy through stoma (procedure)
446750008,371576000,Video urodynamic study (procedure),Video imaging procedure (procedure)
442281000124108,427675001,Emergency hospital admission from observation unit (procedure),Admission from establishment (procedure)
442281000124108,448851000124103,Emergency hospital admission from observation unit (procedure),Hospital admission from observation unit (procedure)
405422003,359551000,Angioplasty of superficial femoral artery with vein (procedure),Angioplasty of vein (procedure)
406097002,363154008,Breast implantation with pedicle flap (procedure),Implantation of soft tissue (procedure)
13757009,129181003,Arrest of bone growth of humerus (procedure),Procedure on joint of upper extremity (procedure)
213413009,112746006,Tenoplasty of hand (procedure),Operative procedure on hand (procedure)
439834005,387688006,Percutaneous skeletal fixation of dislocation of metacarpophalangeal joint with manipulation (procedure),Manipulation of joint (procedure)
438548009,90010006,Ligation of arteriovenous dialysis graft (procedure),Ligation of blood vessel (procedure)
38436007,235247004,Esophagogastric tamponade with balloon (procedure),Balloon tamponade of stomach (procedure)
711124002,363259005,Provision of patient satisfaction questionnaire (procedure),Patient management procedure (procedure)
425563003,23719005,Grafting of cord blood to bone marrow (procedure),Transplantation of bone marrow (procedure)
60096009,112879001,Enucleation of cyst of salivary gland (procedure),Operation on salivary gland (procedure)
716055007,303809004,Fluoroscopic venography of subclavian vein (procedure),Angiography of systems (procedure)
399803009,104376009,Gliadin specific immunoglobulin A antibody measurement (procedure),Gliadin antibody measurement (procedure)
177654009,177765008,Escharotomy of burnt skin of chest (procedure),Opening of chest (procedure)
361152000,609208001,Revision of stoma of large intestine (procedure),Revision of stoma of intestine (procedure)
11883000,371009003,Arthrodesis of metacarpophalangeal joint with internal fixation (procedure),Operative procedure on bone of upper extremity (procedure)
11883000,129208002,Arthrodesis of metacarpophalangeal joint with internal fixation (procedure),Procedure on bone of hand (procedure)
42075002,51487009,Diagnostic radiography of skull (procedure),Diagnostic procedure on skull (procedure)
6238009,363278005,Diagnostic radiography of sacroiliac joints (procedure),Radiographic procedure on pelvic region (procedure)
711169008,361153005,Closure of appendicovesicostomy (procedure),Repair of stoma of large intestine (procedure)
173279000,57168000,Autotransplantation of tooth (procedure),Operation on bone (procedure)
443014000,118715004,Lengthening of tendon of ankle (procedure),Procedure on ankle (procedure)
46070005,361152000,Revision of colostomy (procedure),Revision of stoma of large intestine (procedure)
232840001,112808008,Rotation of implanted aortic valve (procedure),Manipulation of cardiovascular system (procedure)
177167008,177161009,Barton forceps cephalic delivery with rotation (procedure),Forceps cephalic delivery (procedure)
80636000,118810001,Repair of heart atrial septum in total repair of truncus arteriosus (procedure),Procedure on artery of thorax (procedure)
307513002,363326005,Intramuscular steroid therapy (procedure),Therapeutic procedure on soft tissue (procedure)
396151003,700274009,Referral to urology service for elevated prostate specific antigen (procedure),Referral for procedure (procedure)
367451009,118739009,Muscle flap graft to breast (procedure),Procedure on muscle (procedure)
233071001,27755001,Construction of conduit - right ventricle to pulmonary trunk (procedure),Operation on vessels of heart (procedure)
714166000,303809004,Intraoperative ultrasound of blood vessel (procedure),Angiography of systems (procedure)
417033000,700274009,Referral for home based phlebotomy (procedure),Referral for procedure (procedure)
303677001,363278005,Computed tomography of male pelvic organs (procedure),Radiographic procedure on pelvic region (procedure)
697982000,700274009,Referral to surgical transplant service for renal transplant evaluation (procedure),Referral for procedure (procedure)
